commit_sha,test_nodeid,lines_added,lines_deleted,total_lines_changed,changed_file_count,commit_message_length,commit_message_word_count,has_fix_keyword,has_feature_keyword,has_refactor_keyword,has_bug_keyword,has_test_keyword,changed_python_file_count,changed_test_file_count,changed_app_file_count,changed_template_file_count,changed_static_file_count,changed_config_file_count,test_name_length,test_name_word_count,is_smoke_test,is_regression_test,previous_test_runs,previous_failures,previous_passes,historical_failure_rate,previous_run_failure_rate,average_previous_duration,previous_duration_variance,days_since_previous_execution,test_file_changed,test_area_changed,commit_size_x_hist_failure_rate,test_failed
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_auth.py::test_valid_login[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,26,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_auth.py::test_invalid_password[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,31,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_auth.py::test_invalid_email[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,28,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_auth.py::test_empty_email[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,26,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_auth.py::test_empty_password[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,29,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_auth.py::test_logout[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,21,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_auth.py::test_protected_cart_redirects_to_login[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,48,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_auth.py::test_valid_registration[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,33,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_auth.py::test_duplicate_email_registration[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,43,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_auth.py::test_registration_password_too_short[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,46,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_auth.py::test_registration_passwords_mismatch[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,46,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_auth.py::test_registration_invalid_email[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,41,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_cart.py::test_add_product_to_cart[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,34,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_cart.py::test_cart_shows_added_product[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,39,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_cart.py::test_increase_quantity[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,32,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_cart.py::test_decrease_quantity[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,32,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_cart.py::test_remove_product_from_cart[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,39,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_cart.py::test_cart_total_calculated_correctly[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,46,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_checkout.py::test_successful_checkout[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,34,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_checkout.py::test_cart_cleared_after_checkout[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,42,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_checkout.py::test_checkout_missing_fields[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,38,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_products.py::test_products_page_loads[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,34,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_products.py::test_product_cards_have_name_and_price[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,48,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_products.py::test_category_filter_electronics[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,42,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_products.py::test_product_detail_page[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,34,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_products.py::test_invalid_product_id_returns_404[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,45,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_profile.py::test_profile_page_shows_user_info[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,43,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_profile.py::test_update_profile_name[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,34,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_profile.py::test_profile_shows_completed_order[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,44,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_search.py::test_search_existing_product[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,38,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_search.py::test_search_no_results[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,32,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_search.py::test_search_empty_query[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,33,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_search.py::test_search_partial_name[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,34,2,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_auth.py::test_valid_login[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,26,2,1,0,1,0,1,0.0,0.0,0.3959,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_auth.py::test_invalid_password[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,31,2,0,1,1,0,1,0.0,0.0,0.2256,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_auth.py::test_invalid_email[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,28,2,0,1,1,0,1,0.0,0.0,0.1364,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_auth.py::test_empty_email[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,26,2,0,1,1,0,1,0.0,0.0,0.1214,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_auth.py::test_empty_password[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,29,2,0,1,1,0,1,0.0,0.0,0.1248,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_auth.py::test_logout[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,21,2,1,0,1,0,1,0.0,0.0,0.2916,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_auth.py::test_protected_cart_redirects_to_login[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,48,2,0,1,1,0,1,0.0,0.0,0.0529,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_auth.py::test_valid_registration[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,33,2,1,0,1,0,1,0.0,0.0,0.2503,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_auth.py::test_duplicate_email_registration[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,43,2,0,1,1,0,1,0.0,0.0,0.1334,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_auth.py::test_registration_password_too_short[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,46,2,0,1,1,0,1,0.0,0.0,0.1341,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_auth.py::test_registration_passwords_mismatch[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,46,2,0,1,1,0,1,0.0,0.0,0.141,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_auth.py::test_registration_invalid_email[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,41,2,0,1,1,0,1,0.0,0.0,0.1405,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_cart.py::test_add_product_to_cart[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,34,2,1,0,1,0,1,0.0,0.0,0.6285,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_cart.py::test_cart_shows_added_product[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,39,2,0,1,1,0,1,0.0,0.0,0.6436,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_cart.py::test_increase_quantity[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,32,2,0,1,1,0,1,0.0,0.0,0.6924,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_cart.py::test_decrease_quantity[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,32,2,0,1,1,0,1,0.0,0.0,0.7759,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_cart.py::test_remove_product_from_cart[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,39,2,0,1,1,0,1,0.0,0.0,0.6962,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_cart.py::test_cart_total_calculated_correctly[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,46,2,0,1,1,0,1,0.0,0.0,0.638,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_checkout.py::test_successful_checkout[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,34,2,1,0,1,0,1,0.0,0.0,0.8034,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_checkout.py::test_cart_cleared_after_checkout[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,42,2,0,1,1,0,1,0.0,0.0,0.794,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_checkout.py::test_checkout_missing_fields[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,38,2,0,1,1,0,1,0.0,0.0,0.7027,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_products.py::test_products_page_loads[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,34,2,1,0,1,0,1,0.0,0.0,0.0768,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_products.py::test_product_cards_have_name_and_price[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,48,2,0,1,1,0,1,0.0,0.0,0.0715,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_products.py::test_category_filter_electronics[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,42,2,0,1,1,0,1,0.0,0.0,0.6538,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_products.py::test_product_detail_page[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,34,2,1,0,1,0,1,0.0,0.0,0.6675,0.0,0.0036,0,0,0.0,0
f66eec481beb9ced7fe1720d058943781596abc0,automation/tests/test_products.py::test_invalid_product_id_returns_404[chromium],0,0,0,0,40,6,0,1,0,0,0,0,0,0,0,0,0,45,2,0,1,1,0,1,0.0,0.0,0.0195,0.0,0.0036,0,0,0.0,0
